microtime,millitime,numrecords,cptr
2230440,2230,55760,0x70002F80
2230480,2231,55761,0x70002F90
2230520,2231,55762,0x70002FA0
2230560,2231,55763,0x70002FB0
2230600,2231,55764,0x70002FC0
2230640,2231,55765,0x70002FD0
2230680,2231,55766,0x70002FE0
2230720,2231,55767,0x70002FF0
2230760,2231,55768,0x70003000
2230800,2231,55769,0x70003010
2230840,2231,55770,0x70003020
2230880,2231,55771,0x70003030
2230920,2231,55772,0x70003040
2230960,2231,55773,0x70003050
2231000,2231,55774,0x70003060
2231040,2231,55775,0x70003070
2231080,2231,55776,0x70003080
2231120,2231,55777,0x70003090
2231160,2231,55778,0x700030A0
2231200,2231,55779,0x700030B0
2231240,2231,55780,0x700030C0
2231280,2231,55781,0x700030D0
2231320,2231,55782,0x700030E0
2231360,2231,55783,0x700030F0
2231400,2231,55784,0x70003100
2231440,2231,55785,0x70003110
2231480,2232,55786,0x70003120
2231520,2232,55787,0x70003130
2231560,2232,55788,0x70003140
2231600,2232,55789,0x70003150
2231640,2232,55790,0x70003160
2231680,2232,55791,0x70003170
2231720,2232,55792,0x70003180
2231760,2232,55793,0x70003190
2231800,2232,55794,0x700031A0
2231840,2232,55795,0x700031B0
2231880,2232,55796,0x700031C0
2231920,2232,55797,0x700031D0
2231960,2232,55798,0x700031E0
2232000,2232,55799,0x700031F0
2232040,2232,55800,0x70003200
2232080,2232,55801,0x70003210
2232120,2232,55802,0x70003220
2232160,2232,55803,0x70003230
2232200,2232,55804,0x70003240
2232240,2232,55805,0x70003250
2232280,2232,55806,0x70003260
2232320,2232,55807,0x70003270
2232360,2232,55808,0x70003280
2232400,2232,55809,0x70003290
2232440,2232,55810,0x700032A0
2232480,2233,55811,0x700032B0
2232520,2233,55812,0x700032C0
2232560,2233,55813,0x700032D0
2232600,2233,55814,0x700032E0
2232640,2233,55815,0x700032F0
2232680,2233,55816,0x70003300
2232720,2233,55817,0x70003310
2232760,2233,55818,0x70003320
2232800,2233,55819,0x70003330
2232840,2233,55820,0x70003340
2232880,2233,55821,0x70003350
2232920,2233,55822,0x70003360
2232960,2233,55823,0x70003370
2233000,2233,55824,0x70003380
2233040,2233,55825,0x70003390
2233080,2233,55826,0x700033A0
2233120,2233,55827,0x700033B0
2233160,2233,55828,0x700033C0
2233200,2233,55829,0x700033D0
2233240,2233,55830,0x700033E0
2233280,2233,55831,0x700033F0
2233320,2233,55832,0x70003400
2233360,2233,55833,0x70003410
2233400,2233,55834,0x70003420
2233440,2233,55835,0x70003430
2233480,2234,55836,0x70003440
2233520,2234,55837,0x70003450
2233560,2234,55838,0x70003460
2233600,2234,55839,0x70003470
2233640,2234,55840,0x70003480
2233680,2234,55841,0x70003490
2233720,2234,55842,0x700034A0
2233760,2234,55843,0x700034B0
2233800,2234,55844,0x700034C0
2233840,2234,55845,0x700034D0
2233880,2234,55846,0x700034E0
2233920,2234,55847,0x700034F0
2233960,2234,55848,0x70003500
2234000,2234,55849,0x70003510
2234040,2234,55850,0x70003520
2234080,2234,55851,0x70003530
2234120,2234,55852,0x70003540
2234160,2234,55853,0x70003550
2234200,2234,55854,0x70003560
2234240,2234,55855,0x70003570
2234280,2234,55856,0x70003580
2234320,2234,55857,0x70003590
2234360,2234,55858,0x700035A0
2234400,2234,55859,0x700035B0
2234440,2234,55860,0x700035C0
2234480,2235,55861,0x700035D0
2234520,2235,55862,0x700035E0
2234560,2235,55863,0x700035F0
2234600,2235,55864,0x70003600
2234640,2235,55865,0x70003610
2234680,2235,55866,0x70003620
2234720,2235,55867,0x70003630
2234760,2235,55868,0x70003640
2234800,2235,55869,0x70003650
2234840,2235,55870,0x70003660
2234880,2235,55871,0x70003670
2234920,2235,55872,0x70003680
2234960,2235,55873,0x70003690
2235000,2235,55874,0x700036A0
2235040,2235,55875,0x700036B0
2235080,2235,55876,0x700036C0
2235120,2235,55877,0x700036D0
2235160,2235,55878,0x700036E0
2235200,2235,55879,0x700036F0
2235240,2235,55880,0x70003700
2235280,2235,55881,0x70003710
2235320,2235,55882,0x70003720
2235360,2235,55883,0x70003730
2235400,2235,55884,0x70003740
2235440,2235,55885,0x70003750
2235480,2236,55886,0x70003760
2235520,2236,55887,0x70003770
2235560,2236,55888,0x70003780
2235600,2236,55889,0x70003790
2235640,2236,55890,0x700037A0
2235680,2236,55891,0x700037B0
2235720,2236,55892,0x700037C0
2235760,2236,55893,0x700037D0
2235800,2236,55894,0x700037E0
2235840,2236,55895,0x700037F0
2235880,2236,55896,0x70003800
2235920,2236,55897,0x70003810
2235960,2236,55898,0x70003820
2236000,2236,55899,0x70003830
2236040,2236,55900,0x70003840
2236080,2236,55901,0x70003850
2236120,2236,55902,0x70003860
2236160,2236,55903,0x70003870
2236200,2236,55904,0x70003880
2236240,2236,55905,0x70003890
2236280,2236,55906,0x700038A0
2236320,2236,55907,0x700038B0
2236360,2236,55908,0x700038C0
2236400,2236,55909,0x700038D0
2236440,2236,55910,0x700038E0
2236480,2237,55911,0x700038F0
2236520,2237,55912,0x70003900
2236560,2237,55913,0x70003910
2236600,2237,55914,0x70003920
2236640,2237,55915,0x70003930
2236680,2237,55916,0x70003940
2236720,2237,55917,0x70003950
2236760,2237,55918,0x70003960
2236800,2237,55919,0x70003970
2236840,2237,55920,0x70003980
2236880,2237,55921,0x70003990
2236920,2237,55922,0x700039A0
2236960,2237,55923,0x700039B0
2237000,2237,55924,0x700039C0
2237040,2237,55925,0x700039D0
2237080,2237,55926,0x700039E0
2237120,2237,55927,0x700039F0
2237160,2237,55928,0x70003A00
2237200,2237,55929,0x70003A10
2237240,2237,55930,0x70003A20
2237280,2237,55931,0x70003A30
2237320,2237,55932,0x70003A40
2237360,2237,55933,0x70003A50
2237400,2237,55934,0x70003A60
2237440,2237,55935,0x70003A70
2237480,2238,55936,0x70003A80
2237520,2238,55937,0x70003A90
2237560,2238,55938,0x70003AA0
2237600,2238,55939,0x70003AB0
2237640,2238,55940,0x70003AC0
2237680,2238,55941,0x70003AD0
2237720,2238,55942,0x70003AE0
2237760,2238,55943,0x70003AF0
2237800,2238,55944,0x70003B00
2237840,2238,55945,0x70003B10
2237880,2238,55946,0x70003B20
2237920,2238,55947,0x70003B30
2237960,2238,55948,0x70003B40
2238000,2238,55949,0x70003B50
2238040,2238,55950,0x70003B60
2238080,2238,55951,0x70003B70
2238120,2238,55952,0x70003B80
2238160,2238,55953,0x70003B90
2238200,2238,55954,0x70003BA0
2238240,2238,55955,0x70003BB0
2238280,2238,55956,0x70003BC0
2238320,2238,55957,0x70003BD0
2238360,2238,55958,0x70003BE0
2238400,2238,55959,0x70003BF0
2238440,2238,55960,0x70003C00
2238480,2239,55961,0x70003C10
2238520,2239,55962,0x70003C20
2238560,2239,55963,0x70003C30
2238600,2239,55964,0x70003C40
2238640,2239,55965,0x70003C50
2238680,2239,55966,0x70003C60
2238720,2239,55967,0x70003C70
2238760,2239,55968,0x70003C80
2238800,2239,55969,0x70003C90
2238840,2239,55970,0x70003CA0
2238880,2239,55971,0x70003CB0
2238920,2239,55972,0x70003CC0
2238960,2239,55973,0x70003CD0
2239000,2239,55974,0x70003CE0
2239040,2239,55975,0x70003CF0
2239080,2239,55976,0x70003D00
2239120,2239,55977,0x70003D10
2239160,2239,55978,0x70003D20
2239200,2239,55979,0x70003D30
2239240,2239,55980,0x70003D40
2239280,2239,55981,0x70003D50
2239320,2239,55982,0x70003D60
2239360,2239,55983,0x70003D70
2239400,2239,55984,0x70003D80
2239440,2239,55985,0x70003D90
2239480,2240,55986,0x70003DA0
2239520,2240,55987,0x70003DB0
2239560,2240,55988,0x70003DC0
2239600,2240,55989,0x70003DD0
2239640,2240,55990,0x70003DE0
2239680,2240,55991,0x70003DF0
2239720,2240,55992,0x70003E00
2239760,2240,55993,0x70003E10
2239800,2240,55994,0x70003E20
2239840,2240,55995,0x70003E30
2239880,2240,55996,0x70003E40
2239920,2240,55997,0x70003E50
2239960,2240,55998,0x70003E60
2240000,2240,55999,0x70003E70
2240040,2240,56000,0x70003E80
2240080,2240,56001,0x70003E90
2240120,2240,56002,0x70003EA0
2240160,2240,56003,0x70003EB0
2240200,2240,56004,0x70003EC0
2240240,2240,56005,0x70003ED0
2240280,2240,56006,0x70003EE0
2240320,2240,56007,0x70003EF0
2240360,2240,56008,0x70003F00
2240400,2240,56009,0x70003F10
2240440,2240,56010,0x70003F20
2240480,2241,56011,0x70003F30
2240520,2241,56012,0x70003F40
2240560,2241,56013,0x70003F50
2240600,2241,56014,0x70003F60
2240640,2241,56015,0x70003F70
2240680,2241,56016,0x70003F80
2240720,2241,56017,0x70003F90
2240760,2241,56018,0x70003FA0
2240800,2241,56019,0x70003FB0
2240840,2241,56020,0x70003FC0
2240880,2241,56021,0x70003FD0
2240920,2241,56022,0x70003FE0
2240960,2241,56023,0x70003FF0
2241000,2241,56024,0x70004000
2241040,2241,56025,0x70004010
2241080,2241,56026,0x70004020
2241120,2241,56027,0x70004030
2241160,2241,56028,0x70004040
2241200,2241,56029,0x70004050
2241240,2241,56030,0x70004060
2241280,2241,56031,0x70004070
2241320,2241,56032,0x70004080
2241360,2241,56033,0x70004090
2241400,2241,56034,0x700040A0
2241440,2241,56035,0x700040B0
2241480,2242,56036,0x700040C0
2241520,2242,56037,0x700040D0
2241560,2242,56038,0x700040E0
2241600,2242,56039,0x700040F0
2241640,2242,56040,0x70004100
2241680,2242,56041,0x70004110
2241720,2242,56042,0x70004120
2241760,2242,56043,0x70004130
2241800,2242,56044,0x70004140
2241840,2242,56045,0x70004150
2241880,2242,56046,0x70004160
2241920,2242,56047,0x70004170
2241960,2242,56048,0x70004180
2242000,2242,56049,0x70004190
2242040,2242,56050,0x700041A0
2242080,2242,56051,0x700041B0
2242120,2242,56052,0x700041C0
2242160,2242,56053,0x700041D0
2242200,2242,56054,0x700041E0
2242240,2242,56055,0x700041F0
2242280,2242,56056,0x70004200
2242320,2242,56057,0x70004210
2242360,2242,56058,0x70004220
2242400,2242,56059,0x70004230
2242440,2242,56060,0x70004240
2242480,2243,56061,0x70004250
2242520,2243,56062,0x70004260
2242560,2243,56063,0x70004270
2242600,2243,56064,0x70004280
2242640,2243,56065,0x70004290
2242680,2243,56066,0x700042A0
2242720,2243,56067,0x700042B0
2242760,2243,56068,0x700042C0
2242800,2243,56069,0x700042D0
2242840,2243,56070,0x700042E0
2242880,2243,56071,0x700042F0
2242920,2243,56072,0x70004300
2242960,2243,56073,0x70004310
2243000,2243,56074,0x70004320
2243040,2243,56075,0x70004330
2243080,2243,56076,0x70004340
2243120,2243,56077,0x70004350
2243160,2243,56078,0x70004360
2243200,2243,56079,0x70004370
2243240,2243,56080,0x70004380
2243280,2243,56081,0x70004390
2243320,2243,56082,0x700043A0
2243360,2243,56083,0x700043B0
2243400,2243,56084,0x700043C0
2243440,2243,56085,0x700043D0
2243480,2244,56086,0x700043E0
2243520,2244,56087,0x700043F0
2243560,2244,56088,0x70004400
2243600,2244,56089,0x70004410
2243640,2244,56090,0x70004420
2243680,2244,56091,0x70004430
2243720,2244,56092,0x70004440
2243760,2244,56093,0x70004450
2243800,2244,56094,0x70004460
2243840,2244,56095,0x70004470
2243880,2244,56096,0x70004480
2243920,2244,56097,0x70004490
2243960,2244,56098,0x700044A0
2244000,2244,56099,0x700044B0
2244040,2244,56100,0x700044C0
2244080,2244,56101,0x700044D0
2244120,2244,56102,0x700044E0
2244160,2244,56103,0x700044F0
2244200,2244,56104,0x70004500
2244240,2244,56105,0x70004510
2244280,2244,56106,0x70004520
2244320,2244,56107,0x70004530
2244360,2244,56108,0x70004540
2244400,2244,56109,0x70004550
2244440,2244,56110,0x70004560
2244480,2245,56111,0x70004570
2244520,2245,56112,0x70004580
2244560,2245,56113,0x70004590
2244600,2245,56114,0x700045A0
2244640,2245,56115,0x700045B0
2244680,2245,56116,0x700045C0
2244720,2245,56117,0x700045D0
2244760,2245,56118,0x700045E0
2244800,2245,56119,0x700045F0
2244840,2245,56120,0x70004600
2244880,2245,56121,0x70004610
2244920,2245,56122,0x70004620
2244960,2245,56123,0x70004630
2245000,2245,56124,0x70004640
2245040,2245,56125,0x70004650
2245080,2245,56126,0x70004660
2245120,2245,56127,0x70004670
2245160,2245,56128,0x70004680
2245200,2245,56129,0x70004690
2245240,2245,56130,0x700046A0
2245280,2245,56131,0x700046B0
2245320,2245,56132,0x700046C0
2245360,2245,56133,0x700046D0
2245400,2245,56134,0x700046E0
2245440,2245,56135,0x700046F0
2245480,2246,56136,0x70004700
2245520,2246,56137,0x70004710
2245560,2246,56138,0x70004720
2245600,2246,56139,0x70004730
2245640,2246,56140,0x70004740
2245680,2246,56141,0x70004750
2245720,2246,56142,0x70004760
2245760,2246,56143,0x70004770
2245800,2246,56144,0x70004780
2245840,2246,56145,0x70004790
2245880,2246,56146,0x700047A0
2245920,2246,56147,0x700047B0
2245960,2246,56148,0x700047C0
2246000,2246,56149,0x700047D0
2246040,2246,56150,0x700047E0
2246080,2246,56151,0x700047F0
2246120,2246,56152,0x70004800
2246160,2246,56153,0x70004810
2246200,2246,56154,0x70004820
2246240,2246,56155,0x70004830
2246280,2246,56156,0x70004840
2246320,2246,56157,0x70004850
2246360,2246,56158,0x70004860
2246400,2246,56159,0x70004870
2246440,2246,56160,0x70004880
2246480,2247,56161,0x70004890
2246520,2247,56162,0x700048A0
2246560,2247,56163,0x700048B0
2246600,2247,56164,0x700048C0
2246640,2247,56165,0x700048D0
2246680,2247,56166,0x700048E0
2246720,2247,56167,0x700048F0
2246760,2247,56168,0x70004900
2246800,2247,56169,0x70004910
2246840,2247,56170,0x70004920
2246880,2247,56171,0x70004930
2246920,2247,56172,0x70004940
2246960,2247,56173,0x70004950
2247000,2247,56174,0x70004960
2247040,2247,56175,0x70004970
2247080,2247,56176,0x70004980
2247120,2247,56177,0x70004990
2247160,2247,56178,0x700049A0
2247200,2247,56179,0x700049B0
2247240,2247,56180,0x700049C0
2247280,2247,56181,0x700049D0
2247320,2247,56182,0x700049E0
2247360,2247,56183,0x700049F0
2247400,2247,56184,0x70004A00
2247440,2247,56185,0x70004A10
2247480,2248,56186,0x70004A20
2247520,2248,56187,0x70004A30
2247560,2248,56188,0x70004A40
2247600,2248,56189,0x70004A50
2247640,2248,56190,0x70004A60
2247680,2248,56191,0x70004A70
2247720,2248,56192,0x70004A80
2247760,2248,56193,0x70004A90
2247800,2248,56194,0x70004AA0
2247840,2248,56195,0x70004AB0
2247880,2248,56196,0x70004AC0
2247920,2248,56197,0x70004AD0
2247960,2248,56198,0x70004AE0
2248000,2248,56199,0x70004AF0
2248040,2248,56200,0x70004B00
2248080,2248,56201,0x70004B10
2248120,2248,56202,0x70004B20
2248160,2248,56203,0x70004B30
2248200,2248,56204,0x70004B40
2248240,2248,56205,0x70004B50
2248280,2248,56206,0x70004B60
2248320,2248,56207,0x70004B70
2248360,2248,56208,0x70004B80
2248400,2248,56209,0x70004B90
2248440,2248,56210,0x70004BA0
2248480,2249,56211,0x70004BB0
2248520,2249,56212,0x70004BC0
2248560,2249,56213,0x70004BD0
2248600,2249,56214,0x70004BE0
2248640,2249,56215,0x70004BF0
2248680,2249,56216,0x70004C00
2248720,2249,56217,0x70004C10
2248760,2249,56218,0x70004C20
2248800,2249,56219,0x70004C30
2248840,2249,56220,0x70004C40
2248880,2249,56221,0x70004C50
2248920,2249,56222,0x70004C60
2248960,2249,56223,0x70004C70
2249000,2249,56224,0x70004C80
2249040,2249,56225,0x70004C90
2249080,2249,56226,0x70004CA0
2249120,2249,56227,0x70004CB0
2249160,2249,56228,0x70004CC0
2249200,2249,56229,0x70004CD0
2249240,2249,56230,0x70004CE0
2249280,2249,56231,0x70004CF0
2249320,2249,56232,0x70004D00
2249360,2249,56233,0x70004D10
2249400,2249,56234,0x70004D20
2249440,2249,56235,0x70004D30
2249480,2250,56236,0x70004D40
2249520,2250,56237,0x70004D50
2249560,2250,56238,0x70004D60
2249600,2250,56239,0x70004D70
2249640,2250,56240,0x70004D80
2249680,2250,56241,0x70004D90
2249720,2250,56242,0x70004DA0
2249760,2250,56243,0x70004DB0
2249800,2250,56244,0x70004DC0
2249840,2250,56245,0x70004DD0
2249880,2250,56246,0x70004DE0
2249920,2250,56247,0x70004DF0
2249960,2250,56248,0x70004E00
2250000,2250,56249,0x70004E10
2250040,2250,56250,0x70004E20
2250080,2250,56251,0x70004E30
2250120,2250,56252,0x70004E40
2250160,2250,56253,0x70004E50
2250200,2250,56254,0x70004E60
2250240,2250,56255,0x70004E70
2250280,2250,56256,0x70004E80
2250320,2250,56257,0x70004E90
2250360,2250,56258,0x70004EA0
2250400,2250,56259,0x70004EB0
2250440,2250,56260,0x70004EC0
2250480,2251,56261,0x70004ED0
2250520,2251,56262,0x70004EE0
2250560,2251,56263,0x70004EF0
2250600,2251,56264,0x70004F00
2250640,2251,56265,0x70004F10
2250680,2251,56266,0x70004F20
2250720,2251,56267,0x70004F30
2250760,2251,56268,0x70004F40
2250800,2251,56269,0x70004F50
2250840,2251,56270,0x70004F60
2250880,2251,56271,0x70004F70
2250920,2251,56272,0x70004F80
2250960,2251,56273,0x70004F90
2251000,2251,56274,0x70004FA0
2251040,2251,56275,0x70004FB0
2251080,2251,56276,0x70004FC0
2251120,2251,56277,0x70004FD0
2251160,2251,56278,0x70004FE0
2251200,2251,56279,0x70004FF0
2251240,2251,56280,0x70005000
2251280,2251,56281,0x70005010
2251320,2251,56282,0x70005020
2251360,2251,56283,0x70005030
2251400,2251,56284,0x70005040
2251440,2251,56285,0x70005050
2251480,2252,56286,0x70005060
2251520,2252,56287,0x70005070
2251560,2252,56288,0x70005080
2251600,2252,56289,0x70005090
2251640,2252,56290,0x700050A0
2251680,2252,56291,0x700050B0
2251720,2252,56292,0x700050C0
2251760,2252,56293,0x700050D0
2251800,2252,56294,0x700050E0
2251840,2252,56295,0x700050F0
2251880,2252,56296,0x70005100
2251920,2252,56297,0x70005110
2251960,2252,56298,0x70005120
2252000,2252,56299,0x70005130
2252040,2252,56300,0x70005140
2252080,2252,56301,0x70005150
2252120,2252,56302,0x70005160
2252160,2252,56303,0x70005170
2252200,2252,56304,0x70005180
2252240,2252,56305,0x70005190
2252280,2252,56306,0x700051A0
2252320,2252,56307,0x700051B0
2252360,2252,56308,0x700051C0
2252400,2252,56309,0x700051D0
2252440,2252,56310,0x700051E0
2252480,2253,56311,0x700051F0
2252520,2253,56312,0x70005200
2252560,2253,56313,0x70005210
2252600,2253,56314,0x70005220
2252640,2253,56315,0x70005230
2252680,2253,56316,0x70005240
2252720,2253,56317,0x70005250
2252760,2253,56318,0x70005260
2252800,2253,56319,0x70005270
2252840,2253,56320,0x70005280
2252880,2253,56321,0x70005290
2252920,2253,56322,0x700052A0
2252960,2253,56323,0x700052B0
2253000,2253,56324,0x700052C0
2253040,2253,56325,0x700052D0
2253080,2253,56326,0x700052E0
2253120,2253,56327,0x700052F0
2253160,2253,56328,0x70005300
2253200,2253,56329,0x70005310
2253240,2253,56330,0x70005320
2253280,2253,56331,0x70005330
2253320,2253,56332,0x70005340
2253360,2253,56333,0x70005350
2253400,2253,56334,0x70005360
2253440,2253,56335,0x70005370
2253480,2254,56336,0x70005380
2253520,2254,56337,0x70005390
2253560,2254,56338,0x700053A0
2253600,2254,56339,0x700053B0
2253640,2254,56340,0x700053C0
2253680,2254,56341,0x700053D0
2253720,2254,56342,0x700053E0
2253760,2254,56343,0x700053F0
2253800,2254,56344,0x70005400
2253840,2254,56345,0x70005410
2253880,2254,56346,0x70005420
2253920,2254,56347,0x70005430
2253960,2254,56348,0x70005440
2254000,2254,56349,0x70005450
2254040,2254,56350,0x70005460
2254080,2254,56351,0x70005470
2254120,2254,56352,0x70005480
2254160,2254,56353,0x70005490
2254200,2254,56354,0x700054A0
2254240,2254,56355,0x700054B0
2254280,2254,56356,0x700054C0
2254320,2254,56357,0x700054D0
2254360,2254,56358,0x700054E0
2254400,2254,56359,0x700054F0
2254440,2254,56360,0x70005500
2254480,2255,56361,0x70005510
2254520,2255,56362,0x70005520
2254560,2255,56363,0x70005530
2254600,2255,56364,0x70005540
2254640,2255,56365,0x70005550
2254680,2255,56366,0x70005560
2254720,2255,56367,0x70005570
2254760,2255,56368,0x70005580
2254800,2255,56369,0x70005590
2254840,2255,56370,0x700055A0
2254880,2255,56371,0x700055B0
2254920,2255,56372,0x700055C0
2254960,2255,56373,0x700055D0
2255000,2255,56374,0x700055E0
2255040,2255,56375,0x700055F0
2255080,2255,56376,0x70005600
2255120,2255,56377,0x70005610
2255160,2255,56378,0x70005620
2255200,2255,56379,0x70005630
2255240,2255,56380,0x70005640
2255280,2255,56381,0x70005650
2255320,2255,56382,0x70005660
2255360,2255,56383,0x70005670
2255400,2255,56384,0x70005680
2255440,2255,56385,0x70005690
2255480,2256,56386,0x700056A0
2255520,2256,56387,0x700056B0
2255560,2256,56388,0x700056C0
2255600,2256,56389,0x700056D0
2255640,2256,56390,0x700056E0
2255680,2256,56391,0x700056F0
2255720,2256,56392,0x70005700
2255760,2256,56393,0x70005710
2255800,2256,56394,0x70005720
2255840,2256,56395,0x70005730
2255880,2256,56396,0x70005740
2255920,2256,56397,0x70005750
2255960,2256,56398,0x70005760
2256000,2256,56399,0x70005770
2256040,2256,56400,0x70005780
2256080,2256,56401,0x70005790
2256120,2256,56402,0x700057A0
2256160,2256,56403,0x700057B0
2256200,2256,56404,0x700057C0
2256240,2256,56405,0x700057D0
2256280,2256,56406,0x700057E0
2256320,2256,56407,0x700057F0
2256360,2256,56408,0x70005800
2256400,2256,56409,0x70005810
2256440,2256,56410,0x70005820
2256480,2257,56411,0x70005830
2256520,2257,56412,0x70005840
2256560,2257,56413,0x70005850
2256600,2257,56414,0x70005860
2256640,2257,56415,0x70005870
2256680,2257,56416,0x70005880
2256720,2257,56417,0x70005890
2256760,2257,56418,0x700058A0
2256800,2257,56419,0x700058B0
2256840,2257,56420,0x700058C0
2256880,2257,56421,0x700058D0
2256920,2257,56422,0x700058E0
2256960,2257,56423,0x700058F0
2257000,2257,56424,0x70005900
2257040,2257,56425,0x70005910
2257080,2257,56426,0x70005920
2257120,2257,56427,0x70005930
2257160,2257,56428,0x70005940
2257200,2257,56429,0x70005950
2257240,2257,56430,0x70005960
2257280,2257,56431,0x70005970
2257320,2257,56432,0x70005980
2257360,2257,56433,0x70005990
2257400,2257,56434,0x700059A0
2257440,2257,56435,0x700059B0
2257480,2258,56436,0x700059C0
2257520,2258,56437,0x700059D0
2257560,2258,56438,0x700059E0
2257600,2258,56439,0x700059F0
2257640,2258,56440,0x70005A00
2257680,2258,56441,0x70005A10
2257720,2258,56442,0x70005A20
2257760,2258,56443,0x70005A30
2257800,2258,56444,0x70005A40
2257840,2258,56445,0x70005A50
2257880,2258,56446,0x70005A60
2257920,2258,56447,0x70005A70
2257960,2258,56448,0x70005A80
2258000,2258,56449,0x70005A90
2258040,2258,56450,0x70005AA0
2258080,2258,56451,0x70005AB0
2258120,2258,56452,0x70005AC0
2258160,2258,56453,0x70005AD0
2258200,2258,56454,0x70005AE0
2258240,2258,56455,0x70005AF0
2258280,2258,56456,0x70005B00
2258320,2258,56457,0x70005B10
2258360,2258,56458,0x70005B20
2258400,2258,56459,0x70005B30
2258440,2258,56460,0x70005B40
2258480,2259,56461,0x70005B50
2258520,2259,56462,0x70005B60
2258560,2259,56463,0x70005B70
2258600,2259,56464,0x70005B80
2258640,2259,56465,0x70005B90
2258680,2259,56466,0x70005BA0
2258720,2259,56467,0x70005BB0
2258760,2259,56468,0x70005BC0
2258800,2259,56469,0x70005BD0
2258840,2259,56470,0x70005BE0
2258880,2259,56471,0x70005BF0
2258920,2259,56472,0x70005C00
2258960,2259,56473,0x70005C10
2259000,2259,56474,0x70005C20
2259040,2259,56475,0x70005C30
2259080,2259,56476,0x70005C40
2259120,2259,56477,0x70005C50
2259160,2259,56478,0x70005C60
2259200,2259,56479,0x70005C70
2259240,2259,56480,0x70005C80
2259280,2259,56481,0x70005C90
2259320,2259,56482,0x70005CA0
2259360,2259,56483,0x70005CB0
2259400,2259,56484,0x70005CC0
2259440,2259,56485,0x70005CD0
2259480,2260,56486,0x70005CE0
2259520,2260,56487,0x70005CF0
2259560,2260,56488,0x70005D00
2259600,2260,56489,0x70005D10
2259640,2260,56490,0x70005D20
2259680,2260,56491,0x70005D30
2259720,2260,56492,0x70005D40
2259760,2260,56493,0x70005D50
2259800,2260,56494,0x70005D60
2259840,2260,56495,0x70005D70
2259880,2260,56496,0x70005D80
2259920,2260,56497,0x70005D90
2259960,2260,56498,0x70005DA0
2260000,2260,56499,0x70005DB0
2260040,2260,56500,0x70005DC0
2260080,2260,56501,0x70005DD0
2260120,2260,56502,0x70005DE0
2260160,2260,56503,0x70005DF0
2260200,2260,56504,0x70005E00
2260240,2260,56505,0x70005E10
2260280,2260,56506,0x70005E20
2260320,2260,56507,0x70005E30
2260360,2260,56508,0x70005E40
2260400,2260,56509,0x70005E50
2260440,2260,56510,0x70005E60
2260480,2261,56511,0x70005E70
2260520,2261,56512,0x70005E80
2260560,2261,56513,0x70005E90
2260600,2261,56514,0x70005EA0
2260640,2261,56515,0x70005EB0
2260680,2261,56516,0x70005EC0
2260720,2261,56517,0x70005ED0
2260760,2261,56518,0x70005EE0
2260800,2261,56519,0x70005EF0
2260840,2261,56520,0x70005F00
2260880,2261,56521,0x70005F10
2260920,2261,56522,0x70005F20
2260960,2261,56523,0x70005F30
2261000,2261,56524,0x70005F40
2261040,2261,56525,0x70005F50
2261080,2261,56526,0x70005F60
2261120,2261,56527,0x70005F70
2261160,2261,56528,0x70005F80
2261200,2261,56529,0x70005F90
2261240,2261,56530,0x70005FA0
2261280,2261,56531,0x70005FB0
2261320,2261,56532,0x70005FC0
2261360,2261,56533,0x70005FD0
2261400,2261,56534,0x70005FE0
2261440,2261,56535,0x70005FF0
2261480,2262,56536,0x70006000
2261520,2262,56537,0x70006010
2261560,2262,56538,0x70006020
2261600,2262,56539,0x70006030
2261640,2262,56540,0x70006040
2261680,2262,56541,0x70006050
2261720,2262,56542,0x70006060
2261760,2262,56543,0x70006070
2261800,2262,56544,0x70006080
2261840,2262,56545,0x70006090
2261880,2262,56546,0x700060A0
2261920,2262,56547,0x700060B0
2261960,2262,56548,0x700060C0
2262000,2262,56549,0x700060D0
2262040,2262,56550,0x700060E0
2262080,2262,56551,0x700060F0
2262120,2262,56552,0x70006100
2262160,2262,56553,0x70006110
2262200,2262,56554,0x70006120
2262240,2262,56555,0x70006130
2262280,2262,56556,0x70006140
2262320,2262,56557,0x70006150
2262360,2262,56558,0x70006160
2262400,2262,56559,0x70006170
2262440,2262,56560,0x70006180
2262480,2263,56561,0x70006190
2262520,2263,56562,0x700061A0
2262560,2263,56563,0x700061B0
2262600,2263,56564,0x700061C0
2262640,2263,56565,0x700061D0
2262680,2263,56566,0x700061E0
2262720,2263,56567,0x700061F0
2262760,2263,56568,0x70006200
2262800,2263,56569,0x70006210
2262840,2263,56570,0x70006220
2262880,2263,56571,0x70006230
2262920,2263,56572,0x70006240
2262960,2263,56573,0x70006250
2263000,2263,56574,0x70006260
2263040,2263,56575,0x70006270
2263080,2263,56576,0x70006280
2263120,2263,56577,0x70006290
2263160,2263,56578,0x700062A0
2263200,2263,56579,0x700062B0
2263240,2263,56580,0x700062C0
2263280,2263,56581,0x700062D0
2263320,2263,56582,0x700062E0
2263360,2263,56583,0x700062F0
2263400,2263,56584,0x70006300
2263440,2263,56585,0x70006310
2263480,2264,56586,0x70006320
2263520,2264,56587,0x70006330
2263560,2264,56588,0x70006340
2263600,2264,56589,0x70006350
2263640,2264,56590,0x70006360
2263680,2264,56591,0x70006370
2263720,2264,56592,0x70006380
2263760,2264,56593,0x70006390
2263800,2264,56594,0x700063A0
